Is Duplicate Row?,Days to Ship,Table Names,File Paths,Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales,Discount,Product Name,Return Reason,Returned?,Return Notes,Return Approver,Quota-2015,Quota-2016,Quota-2017,Quota-2018
Unique,5,Orders_Central.csv,,Furniture,Green Bay,United States,SP-20545,Sibella Parks,3/14/2017 12:00:00 AM,CA-2017-102134,54302,FUR-FU-10003724,4.3524,2,Central,8934,Corporate,3/19/2017 12:00:00 AM,Standard Class,Wisconsin,Furnishings,16.74,0,Westinghouse Clip-On Gooseneck Lamps,,No,,,100000,105000,120000,145000
Unique,5,Orders_Central.csv,,Office Supplies,Beaumont,United States,TB-21520,Tracy Blumstein,10/17/2015 12:00:00 AM,CA-2015-124394,77705,OFF-BI-10003676,-17.248,5,Central,6874,Consumer,10/22/2015 12:00:00 AM,Second Class,Texas,Binders,10.78,0.8,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",,No,,,100000,105000,120000,145000
Unique,5,Orders_East.xlsx/Orders_East,,Furniture,Philadelphia,United States,EB-14110,Eugene Barchas,11/14/2017 12:00:00 AM,CA-2017-121370,19134,FUR-CH-10000785,-21.7176,3,East,4812,Consumer,11/19/2017 12:00:00 AM,Second Class,Pennsylvania,Chairs,380.05,0.3,Global Ergonomic Managers Chair,,No,,,125000,150000,175000,200000
Unique,4,Orders_West.csv,,Furniture,Los Angeles,United States,EB-14110,Eugene Barchas,4/13/2016 12:00:00 AM,CA-2016-106257,90045,FUR-TA-10002530,-15.098,2,West,7835,Consumer,4/17/2016 12:00:00 AM,Second Class,California,Tables,241.568,0.2,"Iceberg OfficeWorks 42"" Round Tables",,No,,,115000,200000,225000,300000
Unique,5,Orders_West.csv,,Technology,San Francisco,United States,SC-20770,Stewart Carmichael,6/20/2016 12:00:00 AM,CA-2016-140144,94122,TEC-PH-10002726,47.241,3,West,2745,Corporate,6/25/2016 12:00:00 AM,Second Class,California,Phones,125.976,0.2,netTALK DUO VoIP Telephone Service,,No,,,115000,200000,225000,300000
Unique,4,orders_south_2015,orders_south_2018.csv,Office Supplies,Sandy Springs,United States,KF-16285,Karen Ferguson,9/24/2018 12:00:00 AM,US-2018-132675,30328,OFF-AR-10000614,3.7128,4,South,8836,Home Office,9/28/2018 12:00:00 AM,Standard Class,Georgia,Art,14.28,0,Barrel Sharpener,,No,,,100000,100000,100000,100000
Unique,4,orders_south_2015,orders_south_2016.csv,Technology,Murfreesboro,United States,SP-20860,Sung Pak,12/27/2016 12:00:00 AM,CA-2016-103870,37130,TEC-AC-10002370,0.7092,3,South,8727,Corporate,12/31/2016 12:00:00 AM,Standard Class,Tennessee,Accessories,4.728,0.2,Maxell CD-R Discs,,No,,,100000,100000,100000,100000
Unique,4,orders_south_2015,orders_south_2016.csv,Technology,Murfreesboro,United States,SP-20860,Sung Pak,12/27/2016 12:00:00 AM,CA-2016-103870,37130,TEC-AC-10004227,-12.7302,7,South,8731,Corporate,12/31/2016 12:00:00 AM,Standard Class,Tennessee,Accessories,72.744,0.2,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,,No,,,100000,100000,100000,100000
Unique,7,orders_south_2015,orders_south_2015.csv,Technology,Saint Petersburg,United States,AG-10525,Andy Gerbode,8/9/2015 12:00:00 AM,CA-2015-167850,33710,TEC-PH-10002398,22.298,2,South,315,Corporate,8/16/2015 12:00:00 AM,Standard Class,Florida,Phones,178.384,0.2,AT&T 1070 Corded Phone,,No,,,100000,100000,100000,100000
Unique,4,Orders_Central.csv,,Office Supplies,Royal Oak,United States,NC-18415,Nathan Cano,6/9/2016 12:00:00 AM,CA-2016-144190,48073,OFF-PA-10000304,6.2208,2,Central,4952,Consumer,6/13/2016 12:00:00 AM,Standard Class,Michigan,Paper,12.96,0,Xerox 1995,,No,,,100000,105000,120000,145000
Unique,5,Orders_East.xlsx/Orders_East,,Technology,Fairfield,United States,NG-18355,Nat Gilpin,2/16/2018 12:00:00 AM,CA-2018-120019,6824,TEC-PH-10000923,7.3451,1,East,6314,Corporate,2/21/2018 12:00:00 AM,Standard Class,Connecticut,Phones,14.99,0,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",,No,,,125000,150000,175000,200000
Unique,2,Orders_West.csv,,Office Supplies,San Francisco,United States,DL-13495,Dionis Lloyd,7/22/2017 12:00:00 AM,CA-2017-144855,94110,OFF-LA-10003766,3.024,2,West,1117,Corporate,7/24/2017 12:00:00 AM,Second Class,California,Labels,6.3,0,Self-Adhesive Removable Labels,,No,,,115000,200000,225000,300000
Unique,5,Orders_West.csv,,Technology,San Francisco,United States,LC-16885,Lena Creighton,5/27/2015 12:00:00 AM,CA-2015-139192,94109,TEC-PH-10000486,125.2692,12,West,1049,Consumer,6/1/2015 12:00:00 AM,Second Class,California,Phones,1113.504,0.2,Plantronics HL10 Handset Lifter,,No,,,115000,200000,225000,300000
Unique,6,Orders_West.csv,,Office Supplies,Seattle,United States,HR-14830,Harold Ryan,11/24/2015 12:00:00 AM,CA-2015-127131,98103,OFF-PA-10001800,12.4416,4,West,1187,Corporate,11/30/2015 12:00:00 AM,Standard Class,Washington,Paper,25.92,0,Xerox 220,,No,,,115000,200000,225000,300000
Unique,6,orders_south_2015,orders_south_2017.csv,Office Supplies,Concord,United States,AG-10675,Anna Gayman,1/14/2017 12:00:00 AM,CA-2017-133368,28027,OFF-PA-10004039,32.4684,2,South,7269,Consumer,1/20/2017 12:00:00 AM,Standard Class,North Carolina,Paper,89.568,0.2,Xerox 1882,Incorrect Product Ordered,Yes,,,100000,100000,100000,100000
Unique,5,Orders_Central.csv,,Office Supplies,Houston,United States,IL-15100,Ivan Liston,9/4/2017 12:00:00 AM,CA-2017-169971,77041,OFF-AR-10001044,7.0173,3,Central,3789,Consumer,9/9/2017 12:00:00 AM,Standard Class,Texas,Art,62.376,0.2,"BOSTON Ranger #55 Pencil Sharpener, Black",,No,,,100000,105000,120000,145000
Unique,6,Orders_Central.csv,,Office Supplies,Columbus,United States,ML-17410,Maris LaWare,5/29/2018 12:00:00 AM,CA-2018-121580,47201,OFF-AP-10001564,120.9416,2,Central,6250,Consumer,6/4/2018 12:00:00 AM,Standard Class,Indiana,Appliances,465.16,0,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,,No,,,100000,105000,120000,145000
Unique,0,Orders_West.csv,,Office Supplies,Los Angeles,United States,AH-10075,Adam Hart,6/26/2017 12:00:00 AM,CA-2017-144015,90036,OFF-FA-10000624,8.95,5,West,8688,Corporate,6/26/2017 12:00:00 AM,Same Day,California,Fasteners,17.9,0,OIC Binder Clips,,No,,,115000,200000,225000,300000
Unique,0,orders_south_2015,orders_south_2018.csv,Office Supplies,Jacksonville,United States,PT-19090,Pete Takahito,10/20/2018 12:00:00 AM,CA-2018-103065,32216,OFF-ST-10000617,-0.7748,2,South,8238,Consumer,10/20/2018 12:00:00 AM,Same Day,Florida,Storage,4.768,0.2,Woodgrain Magazine Files by Perma,,No,,,100000,100000,100000,100000
Unique,4,orders_south_2015,orders_south_2017.csv,Technology,Charlotte,United States,JE-15715,Joe Elijah,9/2/2017 12:00:00 AM,CA-2017-106950,28205,TEC-AC-10002049,303.804,3,South,7082,Consumer,9/6/2017 12:00:00 AM,Standard Class,North Carolina,Accessories,1012.68,0.2,Plantronics Savi W720 Multi-Device Wireless Headset System,,No,,,100000,100000,100000,100000
Unique,4,Orders_Central.csv,,Furniture,Houston,United States,PW-19240,Pierre Wener,4/26/2016 12:00:00 AM,US-2016-114839,77036,FUR-CH-10004086,-5.8346,2,Central,2899,Consumer,4/30/2016 12:00:00 AM,Standard Class,Texas,Chairs,408.422,0.3,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,,No,,,100000,105000,120000,145000
Unique,4,Orders_Central.csv,,Office Supplies,Detroit,United States,JA-15970,Joseph Airdo,9/1/2017 12:00:00 AM,CA-2017-116526,48227,OFF-BI-10004728,11.086,5,Central,6983,Consumer,9/5/2017 12:00:00 AM,Standard Class,Michigan,Binders,24.1,0,Wilson Jones Turn Tabs Binder Tool for Ring Binders,,No,,,100000,105000,120000,145000
Unique,2,Orders_East.xlsx/Orders_East,,Office Supplies,Dover,United States,RF-19345,Randy Ferguson,5/20/2015 12:00:00 AM,US-2015-114188,3820,OFF-AP-10000124,9.3184,4,East,2130,Corporate,5/22/2015 12:00:00 AM,Second Class,New Hampshire,Appliances,33.28,0,Acco 6 Outlet Guardian Basic Surge Suppressor,,No,,,125000,150000,175000,200000
Unique,4,Orders_West.csv,,Office Supplies,Seattle,United States,DP-13105,Dave Poirier,9/23/2017 12:00:00 AM,CA-2017-159009,98115,OFF-BI-10004970,4.4604,4,West,9351,Corporate,9/27/2017 12:00:00 AM,Standard Class,Washington,Binders,13.216,0.2,"ACCOHIDE 3-Ring Binder, Blue, 1""",,No,,,115000,200000,225000,300000
Unique,3,Orders_Central.csv,,Furniture,Milwaukee,United States,HL-15040,Hunter Lopez,5/12/2015 12:00:00 AM,CA-2015-127159,53209,FUR-FU-10000010,10.7849,7,Central,1658,Consumer,5/15/2015 12:00:00 AM,First Class,Wisconsin,Furnishings,34.79,0,"DAX Value U-Channel Document Frames, Easel Back",,No,,,100000,105000,120000,145000
Unique,6,Orders_Central.csv,,Office Supplies,Grand Prairie,United States,AM-10360,Alice McCarthy,7/16/2017 12:00:00 AM,CA-2017-157000,75051,OFF-PA-10001950,6.255,3,Central,189,Corporate,7/22/2017 12:00:00 AM,Standard Class,Texas,Paper,20.016,0.2,Southworth 25% Cotton Antique Laid Paper & Envelopes,,No,,,100000,105000,120000,145000
Unique,4,Orders_East.xlsx/Orders_East,,Furniture,Lakewood,United States,BS-11365,Bill Shonely,4/16/2017 12:00:00 AM,US-2017-107440,8701,FUR-FU-10000550,3.2868,2,East,4279,Corporate,4/20/2017 12:00:00 AM,Standard Class,New Jersey,Furnishings,9.96,0,Stacking Trays by OIC,,No,,,125000,150000,175000,200000
Unique,1,Orders_West.csv,,Furniture,Peoria,United States,BC-11125,Becky Castell,6/11/2018 12:00:00 AM,US-2018-120418,85345,FUR-CH-10001394,35.099,1,West,2309,Home Office,6/12/2018 12:00:00 AM,First Class,Arizona,Chairs,280.792,0.2,Global Leather Executive Chair,,No,,,115000,200000,225000,300000
Unique,0,Orders_Central.csv,,Technology,Chicago,United States,SU-20665,Stephanie Ulpright,3/13/2018 12:00:00 AM,CA-2018-157966,60610,TEC-CO-10001449,335.9944,2,Central,5569,Home Office,3/13/2018 12:00:00 AM,Same Day,Illinois,Copiers,959.984,0.2,Hewlett Packard LaserJet 3310 Copier,,No,,,100000,105000,120000,145000
Unique,7,Orders_Central.csv,,Office Supplies,Detroit,United States,EP-13915,Emily Phan,11/11/2018 12:00:00 AM,CA-2018-157483,48227,OFF-AR-10004260,50.9208,7,Central,3175,Consumer,11/18/2018 12:00:00 AM,Standard Class,Michigan,Art,181.86,0,Boston 1799 Powerhouse Electric Pencil Sharpener,,No,,,100000,105000,120000,145000
Unique,3,Orders_East.xlsx/Orders_East,,Office Supplies,Providence,United States,BE-11455,Brad Eason,8/2/2016 12:00:00 AM,CA-2016-122406,2908,OFF-PA-10001307,4.116,2,East,4968,Home Office,8/5/2016 12:00:00 AM,Second Class,Rhode Island,Paper,8.4,0,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",,No,,,125000,150000,175000,200000
Unique,4,Orders_East.xlsx/Orders_East,,Office Supplies,Philadelphia,United States,AY-10555,Andy Yotov,12/26/2015 12:00:00 AM,CA-2015-101427,19140,OFF-AR-10002257,1.1022,3,East,8690,Corporate,12/30/2015 12:00:00 AM,Standard Class,Pennsylvania,Art,8.01,0.2,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",,No,,,125000,150000,175000,200000
Unique,6,Orders_East.xlsx/Orders_East,,Technology,Philadelphia,United States,EP-13915,Emily Phan,11/7/2018 12:00:00 AM,CA-2018-149888,19120,TEC-PH-10003811,-71.994,5,East,2726,Consumer,11/13/2018 12:00:00 AM,Standard Class,Pennsylvania,Phones,359.97,0.4,Jabra Supreme Plus Driver Edition Headset,,No,,,125000,150000,175000,200000
Unique,5,Orders_West.csv,,Furniture,Los Angeles,United States,EJ-13720,Ed Jacobs,3/3/2018 12:00:00 AM,CA-2018-123085,90008,FUR-CH-10003968,-17.0352,3,West,6577,Consumer,3/8/2018 12:00:00 AM,Standard Class,California,Chairs,170.352,0.2,Novimex Turbo Task Chair,Incorrect Product Ordered,Yes,Customer didn't want a rolling chair,M Gomez,115000,200000,225000,300000
Unique,1,Orders_West.csv,,Office Supplies,San Diego,United States,CS-12250,Chris Selesnick,11/20/2016 12:00:00 AM,CA-2016-136420,92024,OFF-LA-10002762,23.5564,4,West,9062,Corporate,11/21/2016 12:00:00 AM,First Class,California,Labels,50.12,0,Avery 485,,No,,,115000,200000,225000,300000
Unique,1,Orders_West.csv,,Technology,Springfield,United States,DK-12835,Damala Kotsonis,10/21/2018 12:00:00 AM,CA-2018-167094,97477,TEC-AC-10003116,6.745,2,West,1905,Corporate,10/22/2018 12:00:00 AM,First Class,Oregon,Accessories,28.4,0.2,Memorex Froggy Flash Drive 8 GB,,No,,,115000,200000,225000,300000
Unique,4,Orders_West.csv,,Furniture,Los Angeles,United States,GM-14695,Greg Maxwell,9/4/2018 12:00:00 AM,CA-2018-102750,90036,FUR-TA-10000198,-99.1764,3,West,2478,Corporate,9/8/2018 12:00:00 AM,Second Class,California,Tables,1322.352,0.2,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,,No,,,115000,200000,225000,300000
Unique,4,Orders_West.csv,,Office Supplies,San Francisco,United States,RD-19480,Rick Duston,9/15/2018 12:00:00 AM,US-2018-116652,94122,OFF-AR-10001915,41.706,10,West,6518,Consumer,9/19/2018 12:00:00 AM,Standard Class,California,Art,99.3,0,Peel-Off China Markers,,No,,,115000,200000,225000,300000
Unique,5,Orders_West.csv,,Furniture,Hesperia,United States,SH-19975,Sally Hughsby,9/26/2017 12:00:00 AM,US-2017-146794,92345,FUR-BO-10004467,19.998,5,West,2651,Corporate,10/1/2017 12:00:00 AM,Standard Class,California,Bookcases,424.9575,0.15,Bestar Classic Bookcase,,No,,,115000,200000,225000,300000
Unique,5,Orders_West.csv,,Office Supplies,Oakland,United States,DW-13480,Dianna Wilson,1/7/2017 12:00:00 AM,CA-2017-101938,94601,OFF-AR-10003696,10.0282,1,West,2162,Home Office,1/12/2017 12:00:00 AM,Standard Class,California,Art,34.58,0,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,,No,,,115000,200000,225000,300000
Unique,7,orders_south_2015,orders_south_2016.csv,Furniture,Jacksonville,United States,NS-18640,Noel Staavos,11/8/2016 12:00:00 AM,CA-2016-108259,28540,FUR-FU-10000023,1.4136,1,South,8646,Corporate,11/15/2016 12:00:00 AM,Standard Class,North Carolina,Furnishings,4.712,0.2,Eldon Wave Desk Accessories,,No,,,100000,100000,100000,100000
Unique,2,Orders_Central.csv,,Office Supplies,Bedford,United States,SF-20965,Sylvia Foulston,8/11/2018 12:00:00 AM,CA-2018-139311,76021,OFF-BI-10004209,-22.512,8,Central,4029,Corporate,8/13/2018 12:00:00 AM,First Class,Texas,Binders,12.864,0.8,"Fellowes Twister Kit, Gray/Clear, 3/pkg",,No,,,100000,105000,120000,145000
Unique,5,Orders_Central.csv,,Office Supplies,Houston,United States,MT-18070,Michelle Tran,9/25/2015 12:00:00 AM,US-2015-112914,77041,OFF-EN-10001509,1.1016,2,Central,2828,Home Office,9/30/2015 12:00:00 AM,Standard Class,Texas,Envelopes,3.264,0.2,Poly String Tie Envelopes,,No,,,100000,105000,120000,145000
Unique,6,Orders_East.xlsx/Orders_East,,Technology,Cleveland,United States,BS-11755,Bruce Stewart,5/18/2015 12:00:00 AM,CA-2015-103373,44105,TEC-PH-10002885,-168.9558,2,East,1830,Consumer,5/24/2015 12:00:00 AM,Standard Class,Ohio,Phones,779.79,0.4,Apple iPhone 5,Incorrect Product Ordered,Yes,The customer didn't realize that the phone was in the cart when he ordered.,R Duchesne,125000,150000,175000,200000
Unique,2,Orders_East.xlsx/Orders_East,,Furniture,Cleveland,United States,RP-19390,Resi Pölking,12/24/2015 12:00:00 AM,CA-2015-156314,44105,FUR-FU-10003096,8.7285,5,East,669,Consumer,12/26/2015 12:00:00 AM,First Class,Ohio,Furnishings,30.35,0.2,"Master Giant Foot Doorstop, Safety Yellow",,No,,,125000,150000,175000,200000
Unique,2,Orders_East.xlsx/Orders_East,,Furniture,New York City,United States,PN-18775,Parhena Norris,11/9/2018 12:00:00 AM,CA-2018-161018,10009,FUR-FU-10000629,40.5426,7,East,97,Home Office,11/11/2018 12:00:00 AM,Second Class,New York,Furnishings,96.53,0,9-3/4 Diameter Round Wall Clock,,No,,,125000,150000,175000,200000
Unique,4,Orders_East.xlsx/Orders_East,,Office Supplies,Lowell,United States,TD-20995,Tamara Dahlen,7/8/2018 12:00:00 AM,CA-2018-134306,1852,OFF-AR-10001374,4.1472,2,East,349,Consumer,7/12/2018 12:00:00 AM,Standard Class,Massachusetts,Art,12.96,0,"BIC Brite Liner Highlighters, Chisel Tip",,No,,,125000,150000,175000,200000
Unique,4,Orders_East.xlsx/Orders_East,,Office Supplies,Wilmington,United States,LB-16795,Laurel Beltran,7/31/2018 12:00:00 AM,CA-2018-147032,19805,OFF-BI-10002897,5.3949,3,East,9705,Home Office,8/4/2018 12:00:00 AM,Standard Class,Delaware,Binders,11.01,0,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",,No,,,125000,150000,175000,200000
Unique,4,Orders_East.xlsx/Orders_East,,Technology,Columbus,United States,JL-15835,John Lee,7/14/2018 12:00:00 AM,US-2018-161935,43229,TEC-PH-10000560,-377.9892,9,East,7510,Consumer,7/18/2018 12:00:00 AM,Standard Class,Ohio,Phones,1889.94,0.4,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),,No,,,125000,150000,175000,200000
Unique,5,Orders_East.xlsx/Orders_East,,Office Supplies,New Brunswick,United States,SJ-20125,Sanjit Jacobs,4/10/2018 12:00:00 AM,CA-2018-161984,8901,OFF-PA-10004569,3.5767,1,East,859,Home Office,4/15/2018 12:00:00 AM,Standard Class,New Jersey,Paper,7.61,0,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",,No,,,125000,150000,175000,200000
Unique,7,Orders_West.csv,,Technology,Los Angeles,United States,CB-12025,Cassandra Brandow,8/28/2016 12:00:00 AM,CA-2016-121188,90049,TEC-PH-10003589,15.1116,3,West,8059,Consumer,9/4/2016 12:00:00 AM,Standard Class,California,Phones,43.176,0.2,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,,No,,,115000,200000,225000,300000
Unique,4,Orders_West.csv,,Technology,Pasadena,United States,BF-11005,Barry Franz,11/21/2018 12:00:00 AM,CA-2018-103380,91104,TEC-PH-10004165,49.4982,3,West,2247,Home Office,11/25/2018 12:00:00 AM,Standard Class,California,Phones,659.976,0.2,Mitel MiVoice 5330e IP Phone,Incorrect Product Ordered,Yes,,,115000,200000,225000,300000
Unique,3,orders_south_2015,orders_south_2018.csv,Office Supplies,Jackson,United States,DW-13540,Don Weiss,8/25/2018 12:00:00 AM,CA-2018-101210,38301,OFF-PA-10000130,1.07,1,South,1484,Consumer,8/28/2018 12:00:00 AM,Second Class,Tennessee,Paper,3.424,0.2,Xerox 199,,No,,,100000,100000,100000,100000
Unique,5,orders_south_2015,orders_south_2016.csv,Furniture,Columbus,United States,TS-21160,Theresa Swint,4/20/2016 12:00:00 AM,CA-2016-149342,31907,FUR-FU-10002937,297.69,6,South,2292,Corporate,4/25/2016 12:00:00 AM,Standard Class,Georgia,Furnishings,595.38,0,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",,No,,,100000,100000,100000,100000
Unique,5,orders_south_2015,orders_south_2015.csv,Office Supplies,Hampton,United States,NC-18535,Nick Crebassa,8/20/2015 12:00:00 AM,CA-2015-114321,23666,OFF-PA-10000246,9.2552,2,South,9734,Corporate,8/25/2015 12:00:00 AM,Standard Class,Virginia,Paper,20.12,0,Riverleaf Stik-Withit Designer Note Cubes,,No,,,100000,100000,100000,100000
Unique,4,Orders_Central.csv,,Office Supplies,Trenton,United States,RF-19735,Roland Fjeld,10/2/2018 12:00:00 AM,CA-2018-126074,48183,OFF-AR-10003478,22.792,7,Central,752,Consumer,10/6/2018 12:00:00 AM,Standard Class,Michigan,Art,56.98,0,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",,No,,,100000,105000,120000,145000
Unique,5,Orders_East.xlsx/Orders_East,,Office Supplies,Fairfield,United States,SV-20935,Susan Vittorini,12/25/2018 12:00:00 AM,US-2018-147669,45014,OFF-BI-10000632,-10.4184,1,East,2425,Consumer,12/30/2018 12:00:00 AM,Standard Class,Ohio,Binders,13.02,0.7,Satellite Sectional Post Binders,,No,,,125000,150000,175000,200000
Unique,6,Orders_East.xlsx/Orders_East,,Technology,New York City,United States,SV-20365,Seth Vernon,9/20/2018 12:00:00 AM,CA-2018-100111,10035,TEC-AC-10001998,20.3898,3,East,6104,Consumer,9/26/2018 12:00:00 AM,Standard Class,New York,Accessories,59.96,0,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,,No,,,125000,150000,175000,200000
Unique,3,Orders_West.csv,,Office Supplies,Las Vegas,United States,JD-15895,Jonathan Doherty,12/12/2016 12:00:00 AM,CA-2016-127481,89115,OFF-PA-10002036,15.876,5,West,7794,Corporate,12/15/2016 12:00:00 AM,Second Class,Nevada,Paper,32.4,0,Xerox 1930,,No,,,115000,200000,225000,300000
Unique,5,Orders_Central.csv,,Office Supplies,Mcallen,United States,CK-12205,Chloris Kastensmidt,7/23/2017 12:00:00 AM,CA-2017-112256,78501,OFF-SU-10001165,1.0008,2,Central,7076,Consumer,7/28/2017 12:00:00 AM,Standard Class,Texas,Supplies,13.344,0.2,Acme Elite Stainless Steel Scissors,,No,,,100000,105000,120000,145000
Unique,6,Orders_East.xlsx/Orders_East,,Office Supplies,New York City,United States,DJ-13630,Doug Jacobs,12/18/2018 12:00:00 AM,CA-2018-115602,10009,OFF-AR-10000462,1.376,2,East,1252,Consumer,12/24/2018 12:00:00 AM,Standard Class,New York,Art,3.2,0,Sanford Pocket Accent Highlighters,,No,,,125000,150000,175000,200000
Unique,2,Orders_West.csv,,Office Supplies,Phoenix,United States,LC-16930,Linda Cazamias,9/11/2017 12:00:00 AM,CA-2017-143476,85023,OFF-PA-10001837,7.2576,4,West,7209,Corporate,9/13/2017 12:00:00 AM,First Class,Arizona,Paper,20.736,0.2,Xerox 1976,,No,,,115000,200000,225000,300000
Unique,3,Orders_West.csv,,Office Supplies,Rancho Cucamonga,United States,TS-21655,Trudy Schmidt,5/6/2018 12:00:00 AM,CA-2018-133487,91730,OFF-AP-10001271,41.2938,3,West,7676,Consumer,5/9/2018 12:00:00 AM,Second Class,California,Appliances,152.94,0,Eureka The Boss Cordless Rechargeable Stick Vac,,No,,,115000,200000,225000,300000
Unique,4,Orders_West.csv,,Office Supplies,Fairfield,United States,EB-13975,Erica Bern,12/30/2018 12:00:00 AM,CA-2018-115427,94533,OFF-BI-10002103,4.5188,2,West,1297,Corporate,1/3/2019 12:00:00 AM,Standard Class,California,Binders,13.904,0.2,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",,No,,,115000,200000,225000,300000
Unique,5,Orders_West.csv,,Technology,Los Angeles,United States,FA-14230,Frank Atkinson,9/24/2018 12:00:00 AM,CA-2018-122364,90008,TEC-PH-10001817,75.180000000,3,West,6041,Corporate,9/29/2018 12:00:00 AM,Standard Class,California,Phones,859.2,0.2,Wilson Electronics DB Pro Signal Booster,,No,,,115000,200000,225000,300000
Unique,4,Orders_Central.csv,,Technology,Chicago,United States,CM-12385,Christopher Martinez,11/23/2018 12:00:00 AM,CA-2018-119746,60610,TEC-PH-10004447,16.6788,2,Central,4775,Consumer,11/27/2018 12:00:00 AM,Standard Class,Illinois,Phones,222.384,0.2,Toshiba IPT2010-SD IP Telephone,,No,,,100000,105000,120000,145000
Unique,7,Orders_Central.csv,,Furniture,Oklahoma City,United States,AA-10645,Anna Andreadi,11/17/2016 12:00:00 AM,CA-2016-110863,73120,FUR-CH-10002073,383.931,5,Central,8010,Consumer,11/24/2016 12:00:00 AM,Standard Class,Oklahoma,Chairs,1323.9,0,Hon Olson Stacker Chairs,,No,,,100000,105000,120000,145000
Unique,5,Orders_East.xlsx/Orders_East,,Office Supplies,New York City,United States,PK-19075,Pete Kriz,12/14/2017 12:00:00 AM,CA-2017-129126,10011,OFF-ST-10004507,4.6305,1,East,6396,Consumer,12/19/2017 12:00:00 AM,Standard Class,New York,Storage,17.14,0,Advantus Rolling Storage Box,,No,,,125000,150000,175000,200000
Unique,4,Orders_West.csv,,Office Supplies,Pueblo,United States,JH-16180,Justin Hirsh,5/25/2016 12:00:00 AM,CA-2016-138898,81001,OFF-AP-10004487,84.572800000,13,West,1296,Consumer,5/29/2016 12:00:00 AM,Standard Class,Colorado,Appliances,845.728,0.2,Kensington 4 Outlet MasterPiece Compact Power Control Center,,No,,,115000,200000,225000,300000
Unique,4,Orders_West.csv,,Technology,Seattle,United States,SJ-20125,Sanjit Jacobs,9/17/2017 12:00:00 AM,CA-2017-159730,98103,TEC-PH-10002085,7.9188,2,West,3250,Home Office,9/21/2017 12:00:00 AM,Standard Class,Washington,Phones,105.584,0.2,Clarity 53712,,No,,,115000,200000,225000,300000
Unique,5,Orders_West.csv,,Furniture,San Diego,United States,LC-16960,Lindsay Castell,12/1/2016 12:00:00 AM,CA-2016-111038,92037,FUR-CH-10003973,267.6672,9,West,8893,Home Office,12/6/2016 12:00:00 AM,Standard Class,California,Chairs,2676.672,0.2,GuestStacker Chair with Chrome Finish Legs,,No,,,115000,200000,225000,300000
Unique,2,orders_south_2015,orders_south_2017.csv,Office Supplies,Georgetown,United States,TP-21130,Theone Pippenger,12/5/2017 12:00:00 AM,CA-2017-109722,40324,OFF-ST-10000060,70.1784,9,South,5061,Consumer,12/7/2017 12:00:00 AM,Second Class,Kentucky,Storage,584.82,0,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,,No,,,100000,100000,100000,100000
Unique,4,orders_south_2015,orders_south_2018.csv,Office Supplies,Columbus,United States,ME-17320,Maria Etezadi,3/30/2018 12:00:00 AM,CA-2018-129910,31907,OFF-ST-10003282,16.7328,1,South,5873,Home Office,4/3/2018 12:00:00 AM,Standard Class,Georgia,Storage,59.76,0,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",,No,,,100000,100000,100000,100000
Unique,5,orders_south_2015,orders_south_2018.csv,Office Supplies,Columbia,United States,SO-20335,Sean O'Donnell,9/9/2018 12:00:00 AM,CA-2018-147228,38401,OFF-SU-10001225,-1.9872,3,South,4623,Consumer,9/14/2018 12:00:00 AM,Standard Class,Tennessee,Supplies,8.832,0.2,Staple remover,,No,,,100000,100000,100000,100000
Unique,5,orders_south_2015,orders_south_2018.csv,Office Supplies,Miami,United States,MK-17905,Michael Kennedy,12/2/2018 12:00:00 AM,CA-2018-164917,33180,OFF-AR-10004344,4.1965,5,South,2271,Corporate,12/7/2018 12:00:00 AM,Standard Class,Florida,Art,47.96,0.2,Bulldog Vacuum Base Pencil Sharpener,,No,,,100000,100000,100000,100000
